track_name,track_id,track_uri,artist_name,album_name,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,popularity,release_date
Waves - Robin Schulz Radio Edit,17cSewKmA7u3NqSv1s2Jw9,spotify:track:17cSewKmA7u3NqSv1s2Jw9,Mr. Probz,Prayer,spotify:album:1uMFVKi8n8T0Yjo3GI3wzh,0.829,0.514,5,-9.58,0,0.0361,0.00808,0.000646,0.0925,0.455,119.995,spotify:track:17cSewKmA7u3NqSv1s2Jw9,207080,4,0,2014-09
God's Plan,6T8cJz5lAqGer9GUHGyelE,spotify:track:6T8cJz5lAqGer9GUHGyelE,Drake,Scary Hours,spotify:album:2YDNDwQvsU0njt7Kq0xNRY,0.755,0.448,7,-9.587,1,0.107,0.0283,3.28e-05,0.514,0.318,77.179,spotify:track:6T8cJz5lAqGer9GUHGyelE,198960,4,1,2018-01
SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,ASTROWORLD,spotify:album:41GuZcammIkupMPKH2OJ6I,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,spotify:track:2xLMifQCjDGFmkHkpNLD9h,312820,4,81,2018-08
Gecko,5YXqDxHGDwdiYpQ2P5IKzL,spotify:track:5YXqDxHGDwdiYpQ2P5IKzL,Oliver Heldens,Gecko (Overdrive) [Remix Bundle],spotify:album:2TkSmKnbYgnOjbBNwL7mO9,0.791,0.827,0,-6.647,1,0.0608,0.105,0.906,0.227,0.478,125.039,spotify:track:5YXqDxHGDwdiYpQ2P5IKzL,166099,4,30,2014-06
"Young, Wild & Free (feat. Bruno Mars)",2g7uRZ68eLtv74XrxgdT2q,spotify:track:2g7uRZ68eLtv74XrxgdT2q,Snoop Dogg,Mac and Devin Go To High School (Music From and Inspired By The Movie),spotify:album:0lRlbYQMtETkabg9fNSqAl,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,spotify:track:2g7uRZ68eLtv74XrxgdT2q,207333,4,61,2011-12
Give Me Love,6lvVHgUNx8sIN9j7pIAXY0,spotify:track:6lvVHgUNx8sIN9j7pIAXY0,Leu Leu Land,Give Me Love,spotify:album:54Z6HynipVdG5v1K5npk5n,0.755,0.752,11,-5.105,1,0.054,0.00384,2.82e-06,0.144,0.429,120.037,spotify:track:6lvVHgUNx8sIN9j7pIAXY0,222450,4,27,2018-04
Always On Time,4YA7nxDtAVE2R1Eryx7uRu,spotify:track:4YA7nxDtAVE2R1Eryx7uRu,Ja Rule,Best Of,spotify:album:32Uap63CremneOfNRyJAnt,0.839,0.706,5,-6.109,0,0.231,0.193,0.0,0.205,0.849,96.669,spotify:track:4YA7nxDtAVE2R1Eryx7uRu,245373,4,46,2012-01
There's Nothing Holdin' Me Back,79cuOz3SPQTuFrp8WgftAu,spotify:track:79cuOz3SPQTuFrp8WgftAu,Shawn Mendes,Illuminate (Deluxe),spotify:album:5yYFrOnqG8cEciKnsxHz2r,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,spotify:track:79cuOz3SPQTuFrp8WgftAu,199440,4,1,2017-04
Ping Pong - Hardwell Remix,50nhSNZS2RhFAfLeMafPRs,spotify:track:50nhSNZS2RhFAfLeMafPRs,Armin van Buuren,Electronic Family 2014 - The Compilation,spotify:album:1eRbRfAUXIj6ibeuEmt9CU,0.575,0.985,6,-3.493,1,0.0747,0.00379,0.155,0.0471,0.0762,129.956,spotify:track:50nhSNZS2RhFAfLeMafPRs,180923,4,15,2014-07
I Can't Stand It,1UmAxoKgLsmpCSKGZLcRNE,spotify:track:1UmAxoKgLsmpCSKGZLcRNE,Blossoms,I Can't Stand It,spotify:album:5RCzSNqjbNGtlAOfVGqlvV,0.559,0.821,9,-5.512,1,0.0779,0.01,0.0,0.0662,0.912,150.028,spotify:track:1UmAxoKgLsmpCSKGZLcRNE,177656,4,0,2018-03
Another Day in Paradise - 2016 Remaster,1NCuYqMc8hKMb4cpNTcJbD,spotify:track:1NCuYqMc8hKMb4cpNTcJbD,Phil Collins,...But Seriously (Deluxe Edition),spotify:album:2sS9l8uc3d3UsK9unJyrD8,0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,spotify:track:1NCuYqMc8hKMb4cpNTcJbD,322133,4,76,1989-11
Think About Things,2iRniYXjMHKmwXqA2jYXP7,spotify:track:2iRniYXjMHKmwXqA2jYXP7,Daði Freyr,Think About Things,spotify:album:5gEUjiNfaVse6oloI0c6Vt,0.871,0.341,3,-8.932,0,0.0576,0.0311,0.000124,0.0838,0.612,127.001,spotify:track:2iRniYXjMHKmwXqA2jYXP7,173385,4,2,2020-04
To Love And Be Loved (with Shaggy),0cIWQJvfag872yXNqJrQM0,spotify:track:0cIWQJvfag872yXNqJrQM0,Sting,44/876 (Deluxe),spotify:album:1CoVw7saic0ozYSDTeQ26l,0.865,0.54,3,-6.088,1,0.256,0.21,0.0,0.0486,0.682,79.029,spotify:track:0cIWQJvfag872yXNqJrQM0,209493,4,38,2018-04
If You Can't Find Love (with Shaggy),44XaYLq90NYHyJq422yeI2,spotify:track:44XaYLq90NYHyJq422yeI2,Sting,44/876 (Deluxe),spotify:album:1CoVw7saic0ozYSDTeQ26l,0.735,0.49,5,-9.519,0,0.295,0.0176,3.55e-05,0.0881,0.3,168.274,spotify:track:44XaYLq90NYHyJq422yeI2,214386,4,27,2018-04
Is This Love,6eokVph5Yty6I3NnleHgmm,spotify:track:6eokVph5Yty6I3NnleHgmm,Bob Marley & The Wailers,Kaya,spotify:album:0MBPhdWuB4oOJ4Q55xyTuU,0.772,0.479,6,-12.148,0,0.0946,0.0672,0.0,0.0433,0.882,122.251,spotify:track:6eokVph5Yty6I3NnleHgmm,231573,4,0,1978-01
Wanted Dread and Alive - 2002 Remaster,5jkxC8SIZJ4qqusxRPVS5s,spotify:track:5jkxC8SIZJ4qqusxRPVS5s,Peter Tosh,Wanted Dread and Alive,spotify:album:18s7KUeencxiAsv7ths3jK,0.795,0.731,9,-6.056,1,0.0529,0.381,0.00163,0.0548,0.884,96.161,spotify:track:5jkxC8SIZJ4qqusxRPVS5s,268213,4,48,2002-07
Let's Do It Again,4TBtGrMgUYH7D5Tf5HLvyz,spotify:track:4TBtGrMgUYH7D5Tf5HLvyz,J Boog,Backyard Boogie,spotify:album:7oyBRhMZuVDSdDk7uQOGzI,0.631,0.696,0,-5.631,0,0.211,0.578,0.0,0.0784,0.927,173.537,spotify:track:4TBtGrMgUYH7D5Tf5HLvyz,192177,4,59,2011-09
Edge of Seventeen,2id8E4WvczfKHB4LHI7Np3,spotify:track:2id8E4WvczfKHB4LHI7Np3,Stevie Nicks,Crystal Visions...The Very Best of Stevie Nicks,spotify:album:7q0dYnAjmqZBJLhMBre8aL,0.59,0.828,0,-6.28,1,0.0439,0.277,5.57e-06,0.0868,0.636,111.353,spotify:track:2id8E4WvczfKHB4LHI7Np3,329680,4,64,2007-03
Piano Man,70C4NyhjD5OZUMzvWZ3njJ,spotify:track:70C4NyhjD5OZUMzvWZ3njJ,Billy Joel,Piano Man (Legacy Edition),spotify:album:69wjSAZXZiD2EBia3b3gxL,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,spotify:track:70C4NyhjD5OZUMzvWZ3njJ,339000,3,76,1973-11
(I Just) Died In Your Arms,0YPXkQthLWrhNGoKTbwCJ8,spotify:track:0YPXkQthLWrhNGoKTbwCJ8,Cutting Crew,The Best Of Cutting Crew,spotify:album:6P6YSjfWz53suf41Bqt9BH,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,spotify:track:0YPXkQthLWrhNGoKTbwCJ8,278626,4,61,1993-01
Rich Girl,5E3P9e1hvjyIOlFyqNB5eD,spotify:track:5E3P9e1hvjyIOlFyqNB5eD,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,spotify:album:0gCDvloPR42pZRZhmbGYVI,0.598,0.643,5,-6.303,1,0.134,0.5,0.0,0.0435,0.823,167.971,spotify:track:5E3P9e1hvjyIOlFyqNB5eD,144333,4,59,2005-04
Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,George Michael,Faith,spotify:album:34K1Kvskt9arWy8E1Gz3Lw,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,193200,4,75,1987-10
Satisfy My Soul,6dzrCHBBKutQezMkeWaOEY,spotify:track:6dzrCHBBKutQezMkeWaOEY,Bob Marley & The Wailers,Legend - The Best Of Bob Marley And The Wailers,spotify:album:4jKeipwuUTjlx9USNYdhZn,0.781,0.412,7,-9.187,1,0.188,0.00294,9.88e-05,0.213,0.45,127.968,spotify:track:6dzrCHBBKutQezMkeWaOEY,271200,4,55,2002-01
The Business,6f3Slt0GbA2bPZlz0aIFXN,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,spotify:album:2adSO4KU3FDjeM1PXCRDZm,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,164000,4,71,2020-09
Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,spotify:track:6ft4hAq6yde8jPZY2i5zLr,MEDUZA,Paradise,spotify:album:15sy3XQFShOFiDpKoxByyA,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114,spotify:track:6ft4hAq6yde8jPZY2i5zLr,167903,4,65,2020-10
"Bitch, Don’t Kill My Vibe",5h5tBFnbcVioFXiOixTn6E,spotify:track:5h5tBFnbcVioFXiOixTn6E,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",spotify:album:748dZDqSZy6aPXKcI9H80u,0.586,0.698,1,-8.948,1,0.0943,0.0151,0.0,0.443,0.098,133.954,spotify:track:5h5tBFnbcVioFXiOixTn6E,310720,4,63,2012-10
Where Is The Love?,7oPnZNl1acGA7ELxsNirrR,spotify:track:7oPnZNl1acGA7ELxsNirrR,Black Eyed Peas,Elephunk,spotify:album:2Yx0X8CYJD0G2pvJYZcTxt,0.834,0.699,5,-3.222,1,0.196,0.111,0.0,0.131,0.803,94.069,spotify:track:7oPnZNl1acGA7ELxsNirrR,272533,4,0,2003-01
Tell Your Friends,28YLWwEB6xnJQYN7e062rH,spotify:track:28YLWwEB6xnJQYN7e062rH,The Weeknd,Beauty Behind The Madness,spotify:album:28ZKQMoNBB0etKXZ97G2SN,0.584,0.455,1,-11.066,0,0.0488,0.246,0.0,0.181,0.308,74.634,spotify:track:28YLWwEB6xnJQYN7e062rH,334333,4,0,2015-08
So Are You,1ij6LeHiwLZjjJkBK5wM0l,spotify:track:1ij6LeHiwLZjjJkBK5wM0l,Dub FX,So Are You,spotify:album:5PuYjklCJ3EAe7ROFWVkqQ,0.725,0.77,1,-8.715,1,0.152,0.0656,4.26e-05,0.927,0.788,87.479,spotify:track:1ij6LeHiwLZjjJkBK5wM0l,274662,4,37,2016-06
Redbone,0wXuerDYiBnERgIpbb3JBR,spotify:track:0wXuerDYiBnERgIpbb3JBR,Childish Gambino,"""Awaken, My Love!""",spotify:album:4Carzsnpd6yvuHZ49I0oz8,0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15,spotify:track:0wXuerDYiBnERgIpbb3JBR,326933,4,6,2016-12
Astronaut In The Ocean,3Ofmpyhv5UAQ70mENzB277,spotify:track:3Ofmpyhv5UAQ70mENzB277,Masked Wolf,Astronaut In The Ocean,spotify:album:7vus4Q8r5DS2Dl1JClxEsA,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,spotify:track:3Ofmpyhv5UAQ70mENzB277,132780,4,69,2021-01
Never Go Away,0bRQiJTHxIXb45d8uwTMlG,spotify:track:0bRQiJTHxIXb45d8uwTMlG,C-BooL,Never Go Away,spotify:album:1WyMfstiVENq7x2UoQhipl,0.651,0.856,8,-5.392,0,0.0282,0.0546,3.72e-05,0.141,0.611,121.945,spotify:track:0bRQiJTHxIXb45d8uwTMlG,228442,4,0,2016-07
You Want Me (feat. Sadie Ama),4xX7OsX8XTGWJgRxNNIaFT,spotify:track:4xX7OsX8XTGWJgRxNNIaFT,Tom Zanetti,You Want Me (feat. Sadie Ama),spotify:album:7rBfD06QEMdQbCIWWDseQ5,0.893,0.582,1,-7.529,1,0.0431,0.157,0.00555,0.102,0.459,126.044,spotify:track:4xX7OsX8XTGWJgRxNNIaFT,188346,4,51,2016-09
Are You With Me,0lb9s7k8UalCr9tRoP2PZN,spotify:track:0lb9s7k8UalCr9tRoP2PZN,Lost Frequencies,"Armada Sunset, Vol. 2 (Unmixed)",spotify:album:68hGIvYM1p4wOVtsVzYcpM,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.394,121.02,spotify:track:0lb9s7k8UalCr9tRoP2PZN,138013,4,50,2014-11
Sweet Lovin' - Radio Edit,1qp0ptMXNg9hqLH8sk7cc2,spotify:track:1qp0ptMXNg9hqLH8sk7cc2,Sigala,Brighter Days,spotify:album:5rr0xAQfk01cPi1N37jX11,0.68,0.85,10,-2.785,1,0.0661,0.207,1.98e-06,0.339,0.71,124.942,spotify:track:1qp0ptMXNg9hqLH8sk7cc2,202213,4,59,2018-09
Jubel - Radio Edit,6BTjSLvOfHjzV9sbP6BrCO,spotify:track:6BTjSLvOfHjzV9sbP6BrCO,Klingande,Jubel (Radio Edit),spotify:album:4Xp6CE8STE8rfzb0DbVOWQ,0.685,0.587,0,-6.876,1,0.0329,0.386,0.00307,0.0653,0.2,125.006,spotify:track:6BTjSLvOfHjzV9sbP6BrCO,148440,4,0,2014-05
Lola's Theme - Radio Edit,5mAh5J4w6BEZkajB1M7XrB,spotify:track:5mAh5J4w6BEZkajB1M7XrB,The Shapeshifters,Lola's Theme,spotify:album:0thmU9CS6evNvZSso54yCU,0.749,0.844,5,-4.612,0,0.054,0.000819,0.000236,0.068,0.661,123.925,spotify:track:5mAh5J4w6BEZkajB1M7XrB,207066,4,2,2004-01
Summer 91 (Looking Back),4FEcEwbE2vsqhxbTPtiNTL,spotify:track:4FEcEwbE2vsqhxbTPtiNTL,Noizu,Summer 91 (Looking Back),spotify:album:4QCh5emLRWuIg8CUzprNXm,0.509,0.953,11,-4.954,0,0.0414,0.0159,3.3e-05,0.28,0.406,125.015,spotify:track:4FEcEwbE2vsqhxbTPtiNTL,180000,4,61,2021-01
Sunlight (feat. Years & Years) - Radio Edit,5r3aYGutXgsxSqB6W3RrzJ,spotify:track:5r3aYGutXgsxSqB6W3RrzJ,The Magician,Sunlight (feat. Years & Years) [Radio Edit],spotify:album:7yDiBp7t2j6OT7KopH2ulG,0.633,0.818,1,-5.437,1,0.0376,0.0114,0.0,0.259,0.337,121.975,spotify:track:5r3aYGutXgsxSqB6W3RrzJ,193481,4,33,2014-08
They Don't Know - Radio Edit,3ddsRCIG5TcpytqsfTOnX1,spotify:track:3ddsRCIG5TcpytqsfTOnX1,Disciples,They Don't Know (Radio Edit),spotify:album:3PFPHmT6f2Meat5xuT42MV,0.801,0.79,0,-4.436,0,0.0467,0.0135,0.586,0.0522,0.874,120.006,spotify:track:3ddsRCIG5TcpytqsfTOnX1,161726,4,48,2015-02
Not Letting Go (feat. Jess Glynne) - XYconstant Remix,2aoOHHnDzS653vhmsCzmIp,spotify:track:2aoOHHnDzS653vhmsCzmIp,Tinie Tempah,Not Letting Go (feat. Jess Glynne) [Remixes],spotify:album:2MkeaTEY5NPdIyFp8cQt63,0.721,0.832,8,-7.251,1,0.0499,0.00945,0.206,0.178,0.303,125.017,spotify:track:2aoOHHnDzS653vhmsCzmIp,288934,3,50,2015-06
Benediction - Radio Edit,0GPFq2mWMC6jKfTGDkAL9F,spotify:track:0GPFq2mWMC6jKfTGDkAL9F,Hot Natured,Benediction (Radio Edit),spotify:album:19ttnqNmMDuCHBZFsi6IxP,0.807,0.655,9,-8.144,0,0.0442,0.00251,0.00777,0.107,0.841,117.041,spotify:track:0GPFq2mWMC6jKfTGDkAL9F,197978,4,45,2014-08
Movin Too Fast (radio mix),0BYskg260zz9uxuQX6CD4V,spotify:track:0BYskg260zz9uxuQX6CD4V,Romina Johnson,Movin Too Fast,spotify:album:1i5V8efHO7a9SE8YRWh5OF,0.845,0.674,11,-5.638,0,0.0356,0.0697,2.07e-05,0.0385,0.52,127.072,spotify:track:0BYskg260zz9uxuQX6CD4V,239200,4,49,2000-02
Benediction,5RJc9Ex116Dx1zHGUOZGgX,spotify:track:5RJc9Ex116Dx1zHGUOZGgX,Hot Natured,Different Sides Of The Sun,spotify:album:5w2vOtzeCbWhxcrHTzkwO6,0.82,0.568,9,-9.495,0,0.049,0.00632,0.718,0.0722,0.724,115.988,spotify:track:5RJc9Ex116Dx1zHGUOZGgX,399310,4,49,2013-08
Make Luv - Live,3UZK9yD18Mtzb6MgYBmuLW,spotify:track:3UZK9yD18Mtzb6MgYBmuLW,Room 5,Music & You,spotify:album:6jLeSCEqT7sAo0un1aOpSh,0.884,0.881,8,-4.898,1,0.113,0.0118,0.568,0.0358,0.675,124.832,spotify:track:3UZK9yD18Mtzb6MgYBmuLW,212400,4,56,2003-01
Feel the Love (feat. John Newman),0BomfsUcw03fQPKK668Etn,spotify:track:0BomfsUcw03fQPKK668Etn,Rudimental,Home (Deluxe Edition),spotify:album:2O7R7SK5zDsGeI1JpNihNE,0.385,0.705,1,-6.849,1,0.0601,0.0026,0.000184,0.686,0.24,179.948,spotify:track:0BomfsUcw03fQPKK668Etn,245186,4,31,2013-04
Feel My Needs - Even Shorter Version,0zRPtmev0t91HHwOdQRcHi,spotify:track:0zRPtmev0t91HHwOdQRcHi,WEISS,Feel My Needs (Turn Around) [Even Shorter Version],spotify:album:6GLfqSACQZbcDn9e1AVr6X,0.678,0.708,3,-5.697,0,0.0347,0.00563,0.765,0.13,0.683,121.983,spotify:track:0zRPtmev0t91HHwOdQRcHi,155409,4,52,2018-09
Make Me Feel Better - Klingande Remix,05qPqSapbaCzJAdX681R9A,spotify:track:05qPqSapbaCzJAdX681R9A,Alex Adair,Make Me Feel Better (Remixes),spotify:album:7H1iy8Xm6I58QEEl8PhXkX,0.685,0.731,0,-7.568,0,0.0312,0.0179,0.175,0.136,0.155,125.98,spotify:track:05qPqSapbaCzJAdX681R9A,265238,4,20,2015-03
Look Right Through - Route 94 Sun Comes Up Remix,5nBiOOLXgqC8nh5nevnQO3,spotify:track:5nBiOOLXgqC8nh5nevnQO3,Storm Queen,Look Right Through - Remixes,spotify:album:1BeZpx36uha05UI0lGMBH3,0.813,0.818,7,-6.791,0,0.0502,0.00373,0.561,0.0313,0.832,119.997,spotify:track:5nBiOOLXgqC8nh5nevnQO3,394441,4,0,2013-11
Freak - Original Mix,6AGlYqYXFI4PaaAl03LjTm,spotify:track:6AGlYqYXFI4PaaAl03LjTm,Kolter,Reality,spotify:album:3CeEaCUzjvIzUXNmSRYMdP,0.792,0.594,9,-7.236,1,0.136,0.00397,1.37e-05,0.0766,0.9,124.003,spotify:track:6AGlYqYXFI4PaaAl03LjTm,332903,4,30,2014-12
Afterglow,6LW3Z1GqbL78TIjfDyg4zp,spotify:track:6LW3Z1GqbL78TIjfDyg4zp,Wilkinson,Lazers Not Included,spotify:album:5BetJhjCEWc6GFfqSPupUB,0.516,0.915,7,-2.498,1,0.0562,0.0228,0.000789,0.125,0.0398,174.032,spotify:track:6LW3Z1GqbL78TIjfDyg4zp,225172,4,63,2013-01
Confident Slowed - Remix,6Veb4V2EGtNYx98DiXFk3B,spotify:track:6Veb4V2EGtNYx98DiXFk3B,Eduardo Luzquiños,Confident Slowed (Remix),spotify:album:4pfeETZrXpRIDslxkXFZ6E,0.766,0.499,10,-7.674,0,0.0817,0.0814,0.0,0.14,0.912,120.554,spotify:track:6Veb4V2EGtNYx98DiXFk3B,208908,4,0,2020-12
One Day (Vandaag) - Radio Edit,0GSU6yLOJqO10ziQuBLWOE,spotify:track:0GSU6yLOJqO10ziQuBLWOE,Bakermat,One Day (Vandaag) [Radio Edit],spotify:album:1N00DzAsGJbOqUgITlQUxU,0.656,0.594,5,-6.043,1,0.0307,0.716,0.0802,0.376,0.57,127.992,spotify:track:0GSU6yLOJqO10ziQuBLWOE,219333,4,60,2014-03
Finally - Radio Edit,3wsf9zrleaCd4lfFOHa7Mx,spotify:track:3wsf9zrleaCd4lfFOHa7Mx,Mr. Belt & Wezol,Finally (Radio Edit),spotify:album:2bM0j7oyblMo4fpb0uCQfv,0.709,0.77,11,-5.883,0,0.0446,0.0166,0.0,0.335,0.772,125.027,spotify:track:3wsf9zrleaCd4lfFOHa7Mx,199488,4,42,2015-05
Turn Around (Hey What's Wrong With You),60qbU5QgEnzBqUfXSUh0mc,spotify:track:60qbU5QgEnzBqUfXSUh0mc,Phats & Small,Turn Around (Hey What's Wrong With You),spotify:album:5hWljyIu9DZbTeO6yoljXU,0.739,0.875,6,-3.645,0,0.0507,0.0044,0.112,0.324,0.928,131.98,spotify:track:60qbU5QgEnzBqUfXSUh0mc,212695,4,58,2016-05
Luv Is Dro (feat. Static Major & Bryson Tiller),0LcsvJQSFIQo3RjNhPcYqT,spotify:track:0LcsvJQSFIQo3RjNhPcYqT,Jack Harlow,Thats What They All Say,spotify:album:5g2INX6dnMIJG0xKygXwF3,0.727,0.513,6,-8.823,0,0.0524,0.0335,0.0,0.302,0.568,76.211,spotify:track:0LcsvJQSFIQo3RjNhPcYqT,177190,4,58,2020-12
Out The Fire (At The Hotel) - Radio Edit,1xZOYV0Z6i7z0nAnyL1zmT,spotify:track:1xZOYV0Z6i7z0nAnyL1zmT,Franky Rizardo,Out The Fire (At The Hotel),spotify:album:7n456SX833Pv7NyjcZoLis,0.849,0.912,11,-6.364,0,0.321,0.15,5.92e-05,0.198,0.541,128.03,spotify:track:1xZOYV0Z6i7z0nAnyL1zmT,214687,4,57,2021-06
Klanga - De Hofnar Remix,1RMXNaUZ8AdmANVYyNjNum,spotify:track:1RMXNaUZ8AdmANVYyNjNum,Gostan,Klanga,spotify:album:3HeWtnBjK3stbLHFGsAjNe,0.727,0.538,6,-9.031,1,0.0397,0.0301,0.654,0.104,0.615,123.981,spotify:track:1RMXNaUZ8AdmANVYyNjNum,264293,4,45,2014-11
Don't Wanna Dance,6b56B8Ew3d0WDnd4Vq01Gh,spotify:track:6b56B8Ew3d0WDnd4Vq01Gh,Boston Bun,Don't Wanna Dance,spotify:album:3KY9oIQZYFg1w2h2DQFmpz,0.797,0.827,5,-5.607,1,0.0418,0.0334,0.101,0.288,0.68,121.979,spotify:track:6b56B8Ew3d0WDnd4Vq01Gh,169402,4,36,2019-06
Baby,3pudQCMnsFGwOElTZmuml8,spotify:track:3pudQCMnsFGwOElTZmuml8,Aitch,Baby,spotify:album:4ag07Nbz1xUcFWU17JNh1r,0.769,0.868,4,-5.772,0,0.214,0.194,0.0,0.159,0.54,103.909,spotify:track:3pudQCMnsFGwOElTZmuml8,177733,4,53,2022-03
Final Fantasy - Original Mix,53E9F6JQX1Z7vFLHq2yLV1,spotify:track:53E9F6JQX1Z7vFLHq2yLV1,AC Slater,Hi8,spotify:album:34FdHQePHZ12S0ieFogpgO,0.893,0.647,11,-5.929,0,0.0575,0.0234,0.000164,0.0996,0.293,127.951,spotify:track:53E9F6JQX1Z7vFLHq2yLV1,175000,4,0,2019-09
Just Be Good To Me - Radio Edit,73mWQuPeuAg8NJthWGPwHR,spotify:track:73mWQuPeuAg8NJthWGPwHR,Earth n Days,Just Be Good To Me,spotify:album:0YBXv3JZRHJNI9yyepn8NN,0.779,0.931,0,-4.136,1,0.0669,0.00915,0.631,0.0822,0.528,124.013,spotify:track:73mWQuPeuAg8NJthWGPwHR,217500,4,45,2020-02
Free (feat. Tyrone & Chris Nichols) - Nathan Dawe Freemix,2RdWvdzQztDTypZCywTHH8,spotify:track:2RdWvdzQztDTypZCywTHH8,Bad Boy Chiller Crew,Free (feat. Tyrone & Chris Nichols) [Nathan Dawe Freemix],spotify:album:4olzFO245ebsDV7MZX43d8,0.703,0.858,9,-2.846,0,0.0625,0.242,0.0,0.453,0.498,129.998,spotify:track:2RdWvdzQztDTypZCywTHH8,195692,4,34,2021-07
Honeypie,6FfLg6FFqhCsrFOaHIGkg0,spotify:track:6FfLg6FFqhCsrFOaHIGkg0,JAWNY,For Abby,spotify:album:7KHTE99FaDr8r7V8BZG7WN,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,spotify:track:6FfLg6FFqhCsrFOaHIGkg0,135581,4,76,2020-10
Champagne Shots,7dbyaRWWFvB9UG2vcwTd3J,spotify:track:7dbyaRWWFvB9UG2vcwTd3J,Sainté,Local Mvp,spotify:album:02gUzFCFgKdsj8p1KcnASN,0.942,0.441,11,-11.448,1,0.469,0.493,0.0,0.138,0.925,135.028,spotify:track:7dbyaRWWFvB9UG2vcwTd3J,144000,4,67,2021-01
Long Way Up,4QLNLQoDhnY5bjvO3iDDyX,spotify:track:4QLNLQoDhnY5bjvO3iDDyX,Courage,"Get Some Courage, Vol. 2",spotify:album:36nvnnATd0JaiVU4F2w5PI,0.721,0.649,3,-6.43,0,0.0461,0.465,0.000298,0.0968,0.906,169.956,spotify:track:4QLNLQoDhnY5bjvO3iDDyX,195720,4,0,2019-05
Angel,4pjcxC0qgXWZWmcBjzn1az,spotify:track:4pjcxC0qgXWZWmcBjzn1az,Loyle Carner,"Not Waving, But Drowning",spotify:album:1kokRXXxrJzhxdMo0vsVDV,0.801,0.601,11,-7.362,0,0.203,0.147,0.011,0.108,0.282,96.998,spotify:track:4pjcxC0qgXWZWmcBjzn1az,283225,4,48,2019-04
Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,Gucci Mane,Wake Up in the Sky,spotify:album:7mkyc2BUahNfo0orKzqNGB,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,204664,4,70,2018-09
West Coast Love,4NFD9ea0uH0MtoC30yNYE1,spotify:track:4NFD9ea0uH0MtoC30yNYE1,Emotional Oranges,The Juice: Vol. II,spotify:album:6q8BNcH6wkWwWC0fGoJwkS,0.696,0.65,4,-5.712,0,0.0326,0.00666,0.153,0.14,0.587,91.997,spotify:track:4NFD9ea0uH0MtoC30yNYE1,215386,4,60,2019-11
One Love,7feSUBTLSBTmKn6K14e19j,spotify:track:7feSUBTLSBTmKn6K14e19j,Playing For Change,Songs Around the World,spotify:album:4H5P8vMD6ey96RhfLyzCj0,0.672,0.47,10,-8.712,1,0.0469,0.856,0.0072,0.165,0.672,145.045,spotify:track:7feSUBTLSBTmKn6K14e19j,299786,4,36,2009-04
